Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),Number of components (product.metafields.custom.number_of_components),Products Components (product.metafields.custom.products_components),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
shiqa-co-ordinate-set-3582,Shiqa Co ordinate Set,"<meta charset=""utf-8"">
<p>This mint green co-ordinate set is crafted from pure linen, it features a A-line top with straps. It is paired with loose fit pants featuring functional pockets. The ensemble is beautifully adorned multicolour silk thread embroidery.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>This is adorned with multicolour silk thread embroidery.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL DRY CLEAN ONLY: This ensemble can be dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics used.</span></td>
</tr>
</tbody>
</table>
</div>",Silk Thread Embroidery,,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Mint Green, New, Not On Sale, Pret, Pure Linen, Sabaa",TRUE,Size,M,,,,,,,,3582-M,2000,,0,continue,manual,24000,24000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121462.jpg?v=1745265392,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
shiqa-co-ordinate-set-3582,,,,,,,,,XS,,,,,,,,3582-XS,2000,,0,deny,manual,24000,24000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121484.jpg?v=1745265392,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,S,,,,,,,,3582-S,2000,,0,deny,manual,24000,24000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121472.jpg?v=1745265392,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,L,,,,,,,,3582-L,2000,,0,deny,manual,24000,24000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121487.jpg?v=1745265392,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,XL,,,,,,,,3582-XL,2000,,0,deny,manual,25200,24000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121474.jpg?v=1745265392,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,XXL,,,,,,,,3582-XXL,2000,,0,deny,manual,25200,24000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121488.jpg?v=1745265392,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,3XL,,,,,,,,3582-3XL,2000,,0,deny,manual,26400,24000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,4XL,,,,,,,,3582-4XL,2000,,0,deny,manual,26400,24000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,5XL,,,,,,,,3582-5XL,2000,,0,deny,manual,27600,24000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
shiqa-co-ordinate-set-3582,,,,,,,,,6XL,,,,,,,,3582-6XL,2000,,0,deny,manual,27600,24000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,Arzen Co ordinate Set,"<meta charset=""utf-8"">
<p>This co-ordinate set is crafted from pure linen and features a light pink shirt with a front button placket, a classic shirt collar, full sleeves with gathered cuffs and pockets at the front. It is paired with white straight-fit pants with pockets. The ensemble is intricately adorned with silk thread embroidery.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>This is adorned with silk thread embroidery.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL DRY CLEAN ONLY: This ensemble can be dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics used.</span></td>
</tr>
</tbody>
</table>
</div>",Silk Thread Embroidery,,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Light Pink, New, Not On Sale, Pret, Pure Linen, Sabaa",TRUE,Size,M,,,,,,,,3581-M,2000,,0,continue,manual,18000,18000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121402.jpg?v=1745265385,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
arzen-co-ordinate-set-3581,,,,,,,,,XS,,,,,,,,3581-XS,2000,,0,deny,manual,18000,18000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121416.jpg?v=1745265385,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,S,,,,,,,,3581-S,2000,,0,deny,manual,18000,18000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121404.jpg?v=1745265385,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,L,,,,,,,,3581-L,2000,,0,deny,manual,18000,18000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121414.jpg?v=1745265385,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,XL,,,,,,,,3581-XL,2000,,0,deny,manual,18900,18000,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121412.jpg?v=1745265385,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,XXL,,,,,,,,3581-XXL,2000,,0,deny,manual,18900,18000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,3XL,,,,,,,,3581-3XL,2000,,0,deny,manual,19800,18000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,4XL,,,,,,,,3581-4XL,2000,,0,deny,manual,19800,18000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,5XL,,,,,,,,3581-5XL,2000,,0,deny,manual,20700,18000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
arzen-co-ordinate-set-3581,,,,,,,,,6XL,,,,,,,,3581-6XL,2000,,0,deny,manual,20700,18000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,Alisha Co ordinate Set,"<meta charset=""utf-8"">
<p>This white beige co-ordinate set is crafted from pure striped linen. The peplum top features a square neck and full-length sleeves with cuffs. It is paired with straight-fit pants featuring functional pockets. The ensemble is adorned with multicolour silk thread embroidery.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>This is adorned with multicolour silk thread embroidery.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL DRY CLEAN ONLY: This ensemble can be dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics used.</span></td>
</tr>
</tbody>
</table>
</div>",Silk Thread Embroidery,,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, New, Not On Sale, Pret, Pure Linen, Sabaa, White-Beige",TRUE,Size,M,,,,,,,,3580-M,2000,,0,continue,manual,29500,29500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121303.jpg?v=1745265378,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
alisha-co-ordinate-set-3580,,,,,,,,,XS,,,,,,,,3580-XS,2000,,0,deny,manual,29500,29500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121325.jpg?v=1745265378,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,S,,,,,,,,3580-S,2000,,0,deny,manual,29500,29500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121342.jpg?v=1745265378,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,L,,,,,,,,3580-L,2000,,0,deny,manual,29500,29500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121330.jpg?v=1745265378,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,XL,,,,,,,,3580-XL,2000,,0,deny,manual,30975,29500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121340.jpg?v=1745265378,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,XXL,,,,,,,,3580-XXL,2000,,0,deny,manual,30975,29500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121338.jpg?v=1745265378,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,3XL,,,,,,,,3580-3XL,2000,,0,deny,manual,32450,29500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,4XL,,,,,,,,3580-4XL,2000,,0,deny,manual,32450,29500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,5XL,,,,,,,,3580-5XL,2000,,0,deny,manual,33925,29500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
alisha-co-ordinate-set-3580,,,,,,,,,6XL,,,,,,,,3580-6XL,2000,,0,deny,manual,33925,29500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,Cyra Co ordinate Set,"<meta charset=""utf-8"">
<p>This co-ordinate set is crafted from pure linen and features a lemon yellow shirt with a front button placket, a touch neck, and kimono sleeves. It is paired with white straight-fit pants with pockets. The ensemble is intricately adorned with appliqué work and multicoloured silk thread embroidery.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>This piece is adorned with multicolour silk thread embroidery enhanced with beads and sequins</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery, Bead Work, Sequin Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL DRY CLEAN ONLY: This ensemble can be dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics used.</span></td>
</tr>
</tbody>
</table>
</div>","Silk Thread Embroidery, Bead Work, Sequin Embroidery",,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Lemon Yellow, New, Not On Sale, Pret, Pure Linen, Sabaa",TRUE,Size,M,,,,,,,,3579-M,2000,,0,continue,manual,22500,22500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121576.jpg?v=1745265371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
cyra-co-ordinate-set-3579,,,,,,,,,XS,,,,,,,,3579-XS,2000,,0,deny,manual,22500,22500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121589.jpg?v=1745265371,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,S,,,,,,,,3579-S,2000,,0,deny,manual,22500,22500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121583.jpg?v=1745265371,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,L,,,,,,,,3579-L,2000,,0,deny,manual,22500,22500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121594.jpg?v=1745265371,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,XL,,,,,,,,3579-XL,2000,,0,deny,manual,23625,22500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121584.jpg?v=1745265371,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,XXL,,,,,,,,3579-XXL,2000,,0,deny,manual,23625,22500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121595.jpg?v=1745265371,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,3XL,,,,,,,,3579-3XL,2000,,0,deny,manual,24750,22500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,4XL,,,,,,,,3579-4XL,2000,,0,deny,manual,24750,22500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,5XL,,,,,,,,3579-5XL,2000,,0,deny,manual,25875,22500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
cyra-co-ordinate-set-3579,,,,,,,,,6XL,,,,,,,,3579-6XL,2000,,0,deny,manual,25875,22500,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
elara-co-ordinate-set-3578,Elara Co ordinate Set,"<meta charset=""utf-8"">
<p>This light grey co-ordinate set is crafted from pure striped linen. The pleated top features a front button placket, V neck, and full sleeves with cuffs. It is paired with loose-fit pants with functional pockets. The ensemble is beautifully adorned with multicoloured silk thread embroidery.<br><br></p>
<div style=""overflow-x: auto;"">
<table border=""1"" style=""border: 1px solid black;"" align=""left"">
<tbody>
<tr>
<td style=""padding-left: 10px;""><b>Fabric</b></td>
<td style=""padding-left: 10px;""><span>Pure Linen</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Embroidery</b></td>
<td style=""padding-left: 10px;""><span>This is adorned with multicolour silk thread embroidery.</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Craft</b></td>
<td style=""padding-left: 10px;""><span>Silk Thread Embroidery</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Fit</b></td>
<td style=""padding-left: 10px;""><span>Comfortable Fit</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Delivery</b></td>
<td style=""padding-left: 10px;""><span>4-5 Weeks</span></td>
</tr>
<tr>
<td style=""padding-left: 10px;""><b>Wash Care</b></td>
<td style=""padding-left: 10px;""><span>PROFESSIONAL DRY CLEAN ONLY: This ensemble can be dry cleaned using solvent of perchloroethylene or of petroleum based solvent. However there are strict limitations on the addition of water and / or mechanical action and / or temperature during the cleaning and / or drying process due to the delicate nature of the pure fabrics used.</span></td>
</tr>
</tbody>
</table>
</div>",Silk Thread Embroidery,,Co-ordinate Set,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Light Grey, New, Not On Sale, Pret, Pure Linen, Sabaa",TRUE,Size,M,,,,,,,,3578-M,2000,,0,continue,manual,26500,26500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121161.jpg?v=1745265364,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
elara-co-ordinate-set-3578,,,,,,,,,XS,,,,,,,,3578-XS,2000,,0,deny,manual,26500,26500,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0527/5808/5785/files/SMGD121167.jpg?v=1745265364,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
